"s.alpine","s.ericaceous","s.proteoid","s.restioid","s.strandveld","s.succulent_karoo","index","stat","p.value","Species","Year"
0,1,0,0,0,0,2,0.632256244675545,0.002,"anthia_decemguttata","modern"
0,1,0,0,0,0,2,0.626892150001968,0.004,"stenocara_dentata","modern"
0,0,0,1,0,0,4,0.607678900165476,0.027,"zophosis_gracilicornis","modern"
