Date;Season;Sampling_event;Vegetation_type;Elevation;Acropyga arnoldi;Aenictus rotundatus;Aenictus sp.1;Anochetus levaillanti;Anoplolepis custodiens;Anoplolepis steingroeveri;Bothroponera cavernosa;Bothroponera pumicosa;Camponotus angusticeps;Camponotus baynei;Camponotus emarginatus;Camponotus fulvopilosus;Camponotus irredux;Camponotus mystaceus;Camponotus niveosetosus;Camponotus simulans;Camponotus sp.1;Camponotus sp.10;Camponotus sp.11;Camponotus sp.12;Camponotus sp.13;Camponotus sp.14;Camponotus sp.16;Camponotus sp.2;Camponotus sp.28;Camponotus sp.3;Camponotus sp.4;Camponotus sp.5;Camponotus sp.6;Camponotus sp.7;Camponotus sp.8;Camponotus sp.maculatus group;Camponotus vestitus;Cardiocondyla shuckardi;Cerapachys wroughtoni;Crematogaster melanogaster;Crematogaster peringueyi;Crematogaster sp.1;Crematogaster sp.2;Crematogaster sp.3;Crematogaster sp.4;Crematogaster sp.5;Crematogaster sp.7;Dorylus helvolus;Hypoponera sp.1;Lepisiota sp.4;Lepisiota sp.5;Lepisiota sp.6;Lepisiota sp.7;Lepisiota sp.capensis;Lepisiota sp.spinonsior;Leptogenys peringueyi;Leptothorax sp.1;Leptothorax sp.2;Leptothorax sp.3;Leptothorax sp.4;Leptothorax sp.6;Meranoplus peringueyi;Messor capensis;Messor decipiens;Messor sp.1;Monomorium esharre;Monomorium excelsior;Monomorium fridae;Monomorium havilandi;Monomorium macrops;Monomorium sp.1;Monomorium sp.10;Monomorium sp.2;Monomorium sp.3;Monomorium sp.5;Monomorium sp.6;Monomorium sp.7;Monomorium sp.8;Monomorium sp.9;Monomorium speculiceps;Monomorium willowmorense;Monomorium xanthognathum;Myrmicaria nigra;Nesomyrmex antoinettea;Nesomyrmex cederbergensis;Nesomyrmex ezantsi;Nesomyrmex karooensis;Nesomyrmex ruani;Nesomyrmex sp. njengelanga;Ocymyrmex barbiger;Pheidole sp.4;Plagiolepis sp.1;Plagiolepis sp.2;Solenopsis punctaticeps;Strumigenys sp.1;Tapinolepis sp.1;Tapinoma sp.1;Technomyrmex pallipes;Technomyrmex sp.1;Tetramorium capensis;Tetramorium dichroum;Tetramorium erectum;Tetramorium frigidum;Tetramorium jordani;Tetramorium sericeiventre;Tetramorium solidum;Tetramorium sp.10;Tetramorium sp.12;Tetramorium sp.1C;Tetramorium sp.2;Tetramorium sp.20;Tetramorium sp.22;Tetramorium sp.3;Tetramorium sp.4;Tetramorium sp.7;Tetramorium sp.8;Tetramorium sp.9;Tetramorium squaminode
Oct_2002;October;2002-2003;Ericaceous;1300 m a.s.l. W;0;0;0;0;46;0;0;0;7;0;0;0;1;0;9;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;3;1;0;0;19;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;893;139;0;0;0;0;0;0;0;25;0;0;0;0;6;0;0;0;0;0;0;0;24;0;0;49;0;0;0;5;2;0;0;0;0;2;0;5;0;0;0;0;0;0;0;6;1;0;0;0;0
Oct_2022;October;2022-2023;Ericaceous;1300 m a.s.l. W;0;0;0;0;74;53;0;0;8;0;0;0;0;2;19;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0;296;114;0;0;0;0;1;0;0;26;0;0;0;40;10;0;0;1;0;0;0;0;119;8;0;2;33;0;0;4;0;0;0;0;0;14;1;62;2;0;0;20;0;0;0;0;0;0;0;0;0
Mar_2003;March;2002-2003;Ericaceous;1500 m a.s.l. W;0;0;0;0;25;0;0;4;0;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;980;0;0;0;0;0;0;0;0;32;0;0;50;0;0;0;0;0;0;0;0;0;25;19;0;10;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;12;0;8;0;0;0
Mar_2023;March;2022-2023;Ericaceous;1500 m a.s.l. W;0;0;0;0;127;0;0;20;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;7;0;0;1;0;0;0;0;0;0;0;0;6;0;22;0;0;0;0;0;0;0;0;40;0;0;0;0
Oct_2002;October;2002-2003;Ericaceous;1500 m a.s.l. W;0;0;0;0;123;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4;0;0;0;0;0;158;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;784;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;17;0;82;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;9;5;0;0;0;0
Oct_2022;October;2022-2023;Ericaceous;1500 m a.s.l. W;0;0;0;0;186;0;0;14;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;2;0;0;0;0;0;50;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;796;0;0;0;0;0;1;0;0;11;0;0;0;9;0;0;0;0;0;0;0;0;32;27;42;116;0;0;0;0;0;0;0;0;0;22;0;3;0;0;0;2;0;0;0;0;0;0;0;0;0
Mar_2003;March;2002-2003;Ericaceous;1700 m a.s.l. W;0;0;0;0;369;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;13;0;0;0;0;3;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;0;0;23;0;0;0;0;0;0;0;0;0;63;19;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Mar_2023;March;2022-2023;Ericaceous;1700 m a.s.l. W;0;0;0;0;211;0;0;0;0;0;0;0;0;0;1;9;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;24;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;16;0;0;0;0;0;0;0;0;0;0
Oct_2002;October;2002-2003;Ericaceous;1700 m a.s.l. W;0;0;0;0;475;0;0;3;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;7;0;0;0;0;7;0;0;14;0;0;0;0;0;11;0;13;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;19;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;28;0;0;1;0;0;0;0;0;0;0;0;0;8;11;0;4;16;0;0;9;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0
Oct_2022;October;2022-2023;Ericaceous;1700 m a.s.l. W;0;0;0;0;206;0;0;0;0;0;0;0;0;3;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;3;0;0;139;0;0;0;41;0;0;5;0;0;0;0;0;35;20;1;54;14;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0
Mar_2003;March;2002-2003;Alpine;1900 m a.s.l. (Peak);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;274;0;0;0;0;0;0;0;0;0;6;0;5;0;0;0;0;0;0;0;0;0;0;7;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mar_2023;March;2022-2023;Alpine;1900 m a.s.l. (Peak);0;0;0;0;178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Oct_2002;October;2002-2003;Alpine;1900 m a.s.l. (Peak);0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;209;0;0;0;0;1;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;10;0;5;12;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0
Oct_2022;October;2022-2023;Alpine;1900 m a.s.l. (Peak);0;0;0;0;147;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;7;0;9;0;0;0;0;0;0;1;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;0;0;18;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;8;0;0;59;0;0;9;0;0;0;0;0;1;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0
Mar_2003;March;2002-2003;Ericaceous;1700 m a.s.l. E;0;0;0;0;500;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;46;0;0;0;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;8;0;0;0;0;0;0;0;0;0;115;34;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mar_2023;March;2022-2023;Ericaceous;1700 m a.s.l. E;0;0;0;0;344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Oct_2002;October;2002-2003;Ericaceous;1700 m a.s.l. E;0;0;0;0;231;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;20;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;11;0;0;0;0;0;0;0;0;0;31;20;0;30;1;0;0;0;0;0;0;0;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0
Oct_2022;October;2022-2023;Ericaceous;1700 m a.s.l. E;0;0;0;0;915;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68;0;0;0;1;0;0;3;0;0;0;0;0;80;12;1;10;3;0;0;0;0;0;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
Mar_2003;March;2002-2003;Ericaceous;1500 m a.s.l. E;0;0;0;0;66;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;13;0;1;0;0;0;0;0;4;0;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;194;0;0;0;0;0;0;0;0;24;0;0;58;0;0;0;0;0;0;0;0;0;158;49;0;31;0;0;0;13;0;0;0;0;2;31;0;66;0;0;0;0;0;0;0;4;0;0;0;0;0
Mar_2023;March;2022-2023;Ericaceous;1500 m a.s.l. E;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;35;0;0;0;0;1;5;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
Oct_2002;October;2002-2003;Ericaceous;1500 m a.s.l. E;0;0;0;0;94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;8;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;108;0;0;0;0;0;0;0;0;0;10;31;0;38;2;0;0;22;0;0;0;1;0;16;0;13;0;0;0;0;0;0;0;34;0;1;0;0;0
Oct_2022;October;2022-2023;Ericaceous;1500 m a.s.l. E;0;0;0;0;21;0;0;0;2;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;55;0;0;0;0;0;0;0;0;0;0;0;0;0;1234;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;1;0;0;0;0;0;72;31;0;0;0;0;0;11;0;0;0;0;0;9;0;46;0;0;0;20;0;0;0;0;0;0;0;0;0
Mar_2003;March;2002-2003;Ericaceous;1300 m a.s.l. E;0;0;0;0;328;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;39;3;0;0;4;0;0;0;1;0;1;0;54;0;0;0;0;0;0;0;48;0;0;0;0;0
Mar_2023;March;2022-2023;Ericaceous;1300 m a.s.l. E;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;2;0;0;0;0;2
Oct_2002;October;2002-2003;Ericaceous;1300 m a.s.l. E;0;0;0;0;219;0;0;0;0;1;0;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;26;5;0;0;1;0;0;0;4;0;1;0;4;0;0;0;0;0;0;0;19;0;0;0;0;0
Oct_2022;October;2022-2023;Ericaceous;1300 m a.s.l. E;0;0;0;0;71;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;860;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;1;33;0;1;0;19;0;0;0;8;0;0;0;2;0;0;0;0;0
Mar_2003;March;2002-2003;Ericaceous;1100 m a.s.l. E;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4029;0;0;0;0;1;0;0;0;0;0;0;76;0;0;0;0;0;0;0;0;0;47;1;0;20;0;0;0;0;0;2;0;3;0;0;0;191;0;0;0;0;0;0;0;17;0;0;0;0;0
Mar_2023;March;2022-2023;Ericaceous;1100 m a.s.l. E;0;0;0;0;496;0;0;0;1;0;0;0;0;0;1;71;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;828;0;0;0;0;0;1;0;0;5;0;0;0;0;7;0;0;0;0;0;0;0;3;30;8;12;1;0;0;33;6;0;0;0;0;3;0;16;0;0;0;16;0;0;0;1;0;0;0;0;0
Oct_2002;October;2002-2003;Ericaceous;1100 m a.s.l. E;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;385;0;4;0;0;0;0;1;0;1;0;0;44;0;0;0;0;0;0;0;0;0;4;0;0;41;0;0;0;2;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;29;0;0;0;0;0
Oct_2022;October;2022-2023;Ericaceous;1100 m a.s.l. E;0;0;0;0;304;0;0;0;5;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;3670;0;0;0;0;0;0;0;0;6;0;0;0;7;2;0;0;0;0;0;0;0;15;74;10;42;1;0;0;42;0;0;0;0;0;0;0;12;0;0;0;54;0;0;0;1;0;0;0;0;0
Mar_2003;March;2002-2003;Restioid;900 m a.s.l. E;0;0;0;0;0;104;0;0;16;0;0;0;0;46;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;225;0;0;0;76;0;0;0;0;0;0;0;0;0;0;0;0;67;555;0;0;0;0;0;0;0;0;0;1;0;0;0;34;0;0;0;0;13;0;0;0;0;0;0;0;0
Mar_2023;March;2022-2023;Restioid;900 m a.s.l. E;0;0;0;1;0;2377;0;0;5;0;0;0;0;19;0;13;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;39;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;77;0;0;0;0;0;0;0;0;0;0;0;0;0;1071;0;0;0;0;17;1;0;0;77;0;0;0;0;0;0;0;0;0;0;5;7;35;159;0;0;0;0;0;0;0;0;0;3;0;0;0;16;0;0;0;5;0;0;0;0;0;14;0;0;0
Oct_2002;October;2002-2003;Restioid;900 m a.s.l. E;0;0;0;0;56;0;0;0;12;0;0;0;0;19;0;0;0;2;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;6;0;0;3;0;0;0;0;0;0;584;0;0;0;0;33;0;0;0;49;0;0;0;0;1;0;0;0;0;0;0;0;21;301;0;0;0;0;0;0;0;0;0;20;0;0;0;31;0;0;0;0;2;0;0;7;0;0;0;0;0
Oct_2022;October;2022-2023;Restioid;900 m a.s.l. E;0;0;0;0;0;567;0;0;15;0;0;0;0;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;34;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;3374;0;0;0;1;73;0;0;0;78;0;0;0;0;0;0;0;0;0;0;17;0;52;465;0;8;0;0;0;0;0;0;0;16;0;0;0;35;0;0;0;27;0;0;0;16;0;0;0;0;0
Mar_2003;March;2002-2003;Succulent Karoo;500 m a.s.l. E;0;0;0;1;3;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;4;0;0;0;0;20;0;0;492;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;266;650;0;0;0;0;0;0;0;0;0;0;0;0;0;93;5;0;0;0;0;0;0;0;0;0;0;0;0
Mar_2023;March;2022-2023;Succulent Karoo;500 m a.s.l. E;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;4;0;0;0;170;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;268;378;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;0;3;0;0;1;0;0;0;0;0;0
Oct_2002;October;2002-2003;Succulent Karoo;500 m a.s.l. E;0;0;0;0;1;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;15;0;0;231;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;738;0;0;0;0;0;0;0;0;0;0;0;0;0;224;0;0;0;0;0;0;0;0;43;0;0;0;0
Oct_2022;October;2022-2023;Succulent Karoo;500 m a.s.l. E;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;100;505;0;0;0;0;0;0;0;0;0;0;0;0;0;63;3;0;0;0;0;0;0;17;0;0;0;0;0
